OTU,kingdom,phylum,class,order,family,genus,species
OTU10122,Bacteria,Myxococcota,c__Polyangia,o__mle1-27,f__norank_o__mle1-27,g__norank_f__norank_o__mle1-27,s__uncultured_delta_proteobacterium_g__norank_f__norank_o__mle1-27
OTU10123,Bacteria,Firmicutes,c__Bacilli,o__Entomoplasmatales,f__type_III,g__norank_f__type_III,s__uncultured_Mollicutes_bacterium_g__norank
OTU10124,Bacteria,unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
OTU10125,Bacteria,Planctomycetota,c__OM190,o__norank_c__OM190,f__norank_o__norank_c__OM190,g__norank_f__norank_o__norank_c__OM190,s__unclassified_g__norank_f__norank_o__norank_c__OM190
OTU10126,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__norank_f__Diplorickettsiaceae,s__unclassified_g__norank_f__Diplorickettsiaceae
OTU10127,Bacteria,Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__unclassified_g__norank_f__Gemmataceae
OTU10128,Bacteria,Abditibacteriota,c__Abditibacteria,o__Abditibacteriales,f__Abditibacteriaceae,g__Abditibacterium,s__metagenome_g__Abditibacterium
OTU10129,Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Rhodoplanes,s__uncultured_Alphaproteobacteria_bacterium_g__Rhodoplanes
OTU1013,Bacteria,Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Acidothermaceae,g__Acidothermus,s__uncultured_Actinomycetales_bacterium_g__Acidothermus
OTU10130,Bacteria,Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__cvE6,g__norank_f__cvE6,s__uncultured_bacterium_g__norank_f__cvE6
OTU10131,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__unclassified_g__Legionella
OTU10132,Bacteria,Acidobacteriota,c__Subgroup_25,o__norank_c__Subgroup_25,f__norank_o__norank_c__Subgroup_25,g__norank_f__norank_o__norank_c__Subgroup_25,s__unclassified_g__norank_f__norank_o__norank_c__Subgroup_25
OTU10133,Bacteria,Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__uncultured_bacterium_g__Nocardioides
OTU10134,Bacteria,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__norank_f__Microscillaceae,s__unclassified_g__norank_f__Microscillaceae
OTU10135,Bacteria,Actinobacteriota,c__Acidimicrobiia,o__unclassified_c__Acidimicrobiia,f__unclassified_c__Acidimicrobiia,g__unclassified_c__Acidimicrobiia,s__unclassified_c__Acidimicrobiia
OTU10136,Bacteria,Sumerlaeota,c__Sumerlaeia,o__Sumerlaeales,f__Sumerlaeaceae,g__Sumerlaea,s__metagenome_g__Sumerlaea
OTU10137,Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,g__norank_f__Azospirillaceae,s__uncultured_bacterium_g__norank_f__Azospirillaceae
OTU10138,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__norank_f__Diplorickettsiaceae,s__metagenome_g__norank_f__Diplorickettsiaceae
OTU10139,Bacteria,Patescibacteria,c__norank_p__Patescibacteria,o__norank_c__norank_p__Patescibacteria,f__norank_o__norank_c__norank_p__Patescibacteria,g__norank_f__norank_o__norank_c__norank_p__Patescibacteria,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__norank_p__Patescibacteria
OTU1014,Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Mitochondria,g__norank_f__Mitochondria,s__unclassified_g__norank_f__Mitochondria
OTU10140,Bacteria,Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Bryobacter,s__uncultured_Acidobacteriaceae_bacterium_g__Bryobacter
OTU10141,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Coxiellales,f__Coxiellaceae,g__Coxiella,s__uncultured_bacterium_g__Coxiella
OTU10142,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Candidatus_Udaeobacter,s__unclassified_g__Candidatus_Udaeobacter
OTU10143,Bacteria,Planctomycetota,c__Pla4_lineage,o__norank_c__Pla4_lineage,f__norank_o__norank_c__Pla4_lineage,g__norank_f__norank_o__norank_c__Pla4_lineage,s__uncultured_planctomycete_g__norank_f__norank_o__norank_c__Pla4_lineage
OTU10144,Bacteria,Planctomycetota,c__028H05-P-BN-P5,o__norank_c__028H05-P-BN-P5,f__norank_o__norank_c__028H05-P-BN-P5,g__norank_f__norank_o__norank_c__028H05-P-BN-P5,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__028H05-P-BN-P5
OTU10145,Bacteria,Chloroflexi,c__KD4-96,o__norank_c__KD4-96,f__norank_o__norank_c__KD4-96,g__norank_f__norank_o__norank_c__KD4-96,s__unclassified_g__norank_f__norank_o__norank_c__KD4-96
OTU10146,Bacteria,Actinobacteriota,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Amycolatopsis,s__unclassified_g__Amycolatopsis
OTU10147,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Aquicella,s__uncultured_bacterium_g__Aquicella
OTU10148,Bacteria,Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Roseiflexaceae,g__norank_f__Roseiflexaceae,s__uncultured_bacterium_g__norank_f__Roseiflexaceae
OTU10149,Bacteria,Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Solirubrobacter,s__uncultured_bacterium_g__Solirubrobacter
OTU1015,Bacteria,WPS-2,c__norank_p__WPS-2,o__norank_c__norank_p__WPS-2,f__norank_o__norank_c__norank_p__WPS-2,g__norank_f__norank_o__norank_c__norank_p__WPS-2,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__norank_p__WPS-2
OTU10150,Bacteria,Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__norank_f__Isosphaeraceae,s__uncultured_Planctomycetaceae_bacterium_g__norank_f__Isosphaeraceae
OTU10151,Bacteria,Chloroflexi,c__Anaerolineae,o__SBR1031,f__norank_o__SBR1031,g__norank_f__norank_o__SBR1031,s__unclassified_g__norank_f__norank_o__SBR1031
OTU10152,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__Ellin516,s__metagenome_g__Ellin516
OTU10153,Bacteria,Patescibacteria,c__Gracilibacteria,o__Candidatus_Abawacabacteria,f__norank_o__Candidatus_Abawacabacteria,g__norank_f__norank_o__Candidatus_Abawacabacteria,s__unclassified_g__norank_f__norank_o__Candidatus_Abawacabacteria
OTU10154,Bacteria,Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__norank_f__Isosphaeraceae,s__unclassified_g__norank_f__Isosphaeraceae
OTU10155,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__uncultured_bacterium_g__Legionella
OTU10156,Bacteria,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__unclassified_g__Sporocytophaga
OTU10157,Bacteria,Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_bacterium_g__norank_f__Gemmataceae
OTU10158,Bacteria,Cyanobacteria,c__Vampirivibrionia,o__Vampirovibrionales,f__norank_o__Vampirovibrionales,g__norank_f__norank_o__Vampirovibrionales,s__uncultured_bacterium_g__norank_f__norank_o__Vampirovibrionales
OTU10159,Bacteria,Armatimonadota,c__unclassified_p__Armatimonadota,o__unclassified_p__Armatimonadota,f__unclassified_p__Armatimonadota,g__unclassified_p__Armatimonadota,s__unclassified_p__Armatimonadota
OTU1016,Bacteria,Patescibacteria,c__Parcubacteria,o__Candidatus_Kaiserbacteria,f__norank_o__Candidatus_Kaiserbacteria,g__norank_f__norank_o__Candidatus_Kaiserbacteria,s__unclassified_g__norank_f__norank_o__Candidatus_Kaiserbacteria
OTU10160,Bacteria,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__norank_f__Gemmatimonadaceae,s__uncultured_Gemmatimonadetes_bacterium_g__norank_f__Gemmatimonadaceae
OTU10161,Bacteria,Patescibacteria,c__Gracilibacteria,o__Candidatus_Abawacabacteria,f__norank_o__Candidatus_Abawacabacteria,g__norank_f__norank_o__Candidatus_Abawacabacteria,s__unclassified_g__norank_f__norank_o__Candidatus_Abawacabacteria
OTU10162,Bacteria,Armatimonadota,c__Armatimonadia,o__Armatimonadales,f__norank_o__Armatimonadales,g__norank_f__norank_o__Armatimonadales,s__uncultured_bacterium_g__norank_f__norank_o__Armatimonadales
OTU10163,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__unclassified_o__Gammaproteobacteria_Incertae_Sedis,g__norank_f__unclassified,s__uncultured_soil_bacterium_g__norank_f__unclassified
OTU10164,Bacteria,unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
OTU10165,Bacteria,Patescibacteria,c__Parcubacteria,o__Candidatus_Kaiserbacteria,f__norank_o__Candidatus_Kaiserbacteria,g__norank_f__norank_o__Candidatus_Kaiserbacteria,s__uncultured_bacterium_g__norank_f__norank_o__Candidatus_Kaiserbacteria
OTU10166,Bacteria,Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__unclassified_g__Bdellovibrio
OTU10167,Bacteria,Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Gaiella,s__uncultured_bacterium_g__Gaiella
OTU10168,Bacteria,Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__norank_f__Isosphaeraceae,s__uncultured_Singulisphaera_sp._g__norank
OTU10169,Bacteria,SAR324_cladeMarine_group_B,c__norank_p__SAR324_cladeMarine_group_B,o__norank_c__norank_p__SAR324_cladeMarine_group_B,f__norank_o__norank_c__norank_p__SAR324_cladeMarine_group_B,g__norank_f__norank_o__norank_c__norank_p__SAR324_cladeMarine_group_B,s__unclassified_g__norank_f__norank_o__norank_c__norank_p__SAR324_cladeMarine_group_B
OTU1017,Bacteria,Abditibacteriota,c__Abditibacteria,o__Abditibacteriales,f__Abditibacteriaceae,g__Abditibacterium,s__bacterium_LY17
OTU10170,Bacteria,SAR324_cladeMarine_group_B,c__norank_p__SAR324_cladeMarine_group_B,o__norank_c__norank_p__SAR324_cladeMarine_group_B,f__norank_o__norank_c__norank_p__SAR324_cladeMarine_group_B,g__norank_f__norank_o__norank_c__norank_p__SAR324_cladeMarine_group_B,s__metagenome_g__norank_f__norank_o__norank_c__norank_p__SAR324_cladeMarine_group_B
OTU10171,Bacteria,Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__uncultured_soil_bacterium_g__Bdellovibrio
OTU10172,Bacteria,Acidobacteriota,c__Blastocatellia,o__11-24,f__norank_o__11-24,g__norank_f__norank_o__11-24,s__unclassified_g__norank_f__norank_o__11-24
OTU10173,Bacteria,unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
OTU10174,Bacteria,Chloroflexi,c__Anaerolineae,o__SBR1031,f__norank_o__SBR1031,g__norank_f__norank_o__SBR1031,s__unclassified_g__norank_f__norank_o__SBR1031
OTU10175,Bacteria,Planctomycetota,c__OM190,o__norank_c__OM190,f__norank_o__norank_c__OM190,g__norank_f__norank_o__norank_c__OM190,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__OM190
OTU10176,Bacteria,Cyanobacteria,c__Sericytochromatia,o__norank_c__Sericytochromatia,f__norank_o__norank_c__Sericytochromatia,g__norank_f__norank_o__norank_c__Sericytochromatia,s__unclassified_g__norank_f__norank_o__norank_c__Sericytochromatia
OTU10177,Bacteria,Actinobacteriota,c__Actinobacteria,o__0319-7L14,f__norank_o__0319-7L14,g__norank_f__norank_o__0319-7L14,s__uncultured_bacterium_g__norank_f__norank_o__0319-7L14
OTU10178,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__B1-7BS,g__norank_f__B1-7BS,s__uncultured_bacterium_g__norank_f__B1-7BS
OTU10179,Bacteria,Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_bacterium_g__norank_f__Gemmataceae
OTU1018,Bacteria,Patescibacteria,c__Parcubacteria,o__Candidatus_Kaiserbacteria,f__norank_o__Candidatus_Kaiserbacteria,g__norank_f__norank_o__Candidatus_Kaiserbacteria,s__unclassified_g__norank_f__norank_o__Candidatus_Kaiserbacteria
OTU10180,Bacteria,Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__norank_f__Isosphaeraceae,s__uncultured_bacterium_g__norank_f__Isosphaeraceae
OTU10181,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__norank_f__Diplorickettsiaceae,s__unclassified_g__norank_f__Diplorickettsiaceae
OTU10182,Bacteria,Patescibacteria,c__Parcubacteria,o__Candidatus_Kaiserbacteria,f__norank_o__Candidatus_Kaiserbacteria,g__norank_f__norank_o__Candidatus_Kaiserbacteria,s__uncultured_bacterium_g__norank_f__norank_o__Candidatus_Kaiserbacteria
OTU10183,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__norank_f__Diplorickettsiaceae,s__unclassified_g__norank_f__Diplorickettsiaceae
OTU10184,Bacteria,Bacteroidota,c__Bacteroidia,o__unclassified_c__Bacteroidia,f__unclassified_c__Bacteroidia,g__unclassified_c__Bacteroidia,s__unclassified_c__Bacteroidia
OTU10185,Bacteria,Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__norank_f__Isosphaeraceae,s__unclassified_g__norank_f__Isosphaeraceae
OTU10186,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__norank_f__Diplorickettsiaceae,s__unclassified_g__norank_f__Diplorickettsiaceae
OTU10187,Bacteria,Patescibacteria,c__Parcubacteria,o__Candidatus_Kaiserbacteria,f__norank_o__Candidatus_Kaiserbacteria,g__norank_f__norank_o__Candidatus_Kaiserbacteria,s__unclassified_g__norank_f__norank_o__Candidatus_Kaiserbacteria
OTU10188,Bacteria,Acidobacteriota,c__Subgroup_20,o__norank_c__Subgroup_20,f__norank_o__norank_c__Subgroup_20,g__norank_f__norank_o__norank_c__Subgroup_20,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Subgroup_20
OTU10189,Bacteria,Elusimicrobiota,c__Lineage_IIb,o__norank_c__Lineage_IIb,f__norank_o__norank_c__Lineage_IIb,g__norank_f__norank_o__norank_c__Lineage_IIb,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Lineage_IIb
OTU1019,Bacteria,Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__AKYG1722,g__norank_f__AKYG1722,s__unclassified_g__norank_f__AKYG1722
OTU10190,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Coxiellales,f__Coxiellaceae,g__Coxiella,s__uncultured_bacterium_g__Coxiella
OTU10191,Bacteria,Dependentiae,c__Babeliae,o__Babeliales,f__norank_o__Babeliales,g__norank_f__norank_o__Babeliales,s__uncultured_bacterium_g__norank_f__norank_o__Babeliales
OTU10192,Bacteria,Bdellovibrionota,c__Oligoflexia,o__Oligoflexales,f__norank_o__Oligoflexales,g__norank_f__norank_o__Oligoflexales,s__uncultured_bacterium_g__norank_f__norank_o__Oligoflexales
OTU10193,Bacteria,Acidobacteriota,c__Blastocatellia,o__11-24,f__norank_o__11-24,g__norank_f__norank_o__11-24,s__uncultured_Acidobacteria_bacterium_g__norank_f__norank_o__11-24
OTU10194,Bacteria,Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__KD3-10,s__metagenome_g__KD3-10
OTU10195,Bacteria,Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__unclassified_g__norank_f__Gemmataceae
OTU10196,Bacteria,Planctomycetota,c__OM190,o__norank_c__OM190,f__norank_o__norank_c__OM190,g__norank_f__norank_o__norank_c__OM190,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__OM190
OTU10197,Bacteria,Verrucomicrobiota,c__Omnitrophia,o__Omnitrophales,f__norank_o__Omnitrophales,g__norank_f__norank_o__Omnitrophales,s__uncultured_bacterium_g__norank_f__norank_o__Omnitrophales
OTU10198,Bacteria,Patescibacteria,c__Parcubacteria,o__norank_c__Parcubacteria,f__norank_o__norank_c__Parcubacteria,g__norank_f__norank_o__norank_c__Parcubacteria,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Parcubacteria
OTU10199,Bacteria,Patescibacteria,c__ABY1,o__Candidatus_Komeilibacteria,f__norank_o__Candidatus_Komeilibacteria,g__norank_f__norank_o__Candidatus_Komeilibacteria,s__unclassified_g__norank_f__norank_o__Candidatus_Komeilibacteria
OTU1020,Bacteria,Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__AKYG1722,g__norank_f__AKYG1722,s__unclassified_g__norank_f__AKYG1722
OTU10200,Bacteria,Bacteroidota,c__Kapabacteria,o__Kapabacteriales,f__norank_o__Kapabacteriales,g__norank_f__norank_o__Kapabacteriales,s__unclassified_g__norank_f__norank_o__Kapabacteriales
OTU10201,Bacteria,Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__uncultured_bacterium_g__SM1A02
OTU10202,Bacteria,Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__unclassified_g__norank_f__Gemmataceae
OTU10203,Bacteria,Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__uncultured_bacterium_g__RB41
OTU10204,Bacteria,Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Aquisphaera,s__unclassified_g__Aquisphaera
OTU10205,Bacteria,Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__norank_o__Gaiellales,g__norank_f__norank_o__Gaiellales,s__unclassified_g__norank_f__norank_o__Gaiellales
OTU10206,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__EV818SWSAP88,f__norank_o__EV818SWSAP88,g__norank_f__norank_o__EV818SWSAP88,s__unclassified_g__norank_f__norank_o__EV818SWSAP88
OTU10207,Bacteria,Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU10208,Bacteria,Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__norank_o__Microtrichales,g__norank_f__norank_o__Microtrichales,s__uncultured_bacterium_g__norank_f__norank_o__Microtrichales
OTU10209,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__S32,g__TM7,s__uncultured_Candidatus_Saccharibacteria_bacterium_g__TM7
OTU1021,Bacteria,Chloroflexi,c__TK10,o__norank_c__TK10,f__norank_o__norank_c__TK10,g__norank_f__norank_o__norank_c__TK10,s__unclassified_g__norank_f__norank_o__norank_c__TK10
OTU10210,Bacteria,Armatimonadota,c__norank_p__Armatimonadota,o__norank_c__norank_p__Armatimonadota,f__norank_o__norank_c__norank_p__Armatimonadota,g__norank_f__norank_o__norank_c__norank_p__Armatimonadota,s__unclassified_g__norank_f__norank_o__norank_c__norank_p__Armatimonadota
OTU10211,Bacteria,Chloroflexi,c__Anaerolineae,o__SBR1031,f__norank_o__SBR1031,g__norank_f__norank_o__SBR1031,s__unclassified_g__norank_f__norank_o__SBR1031
OTU10212,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__unclassified_o__Saccharimonadales,g__unclassified_o__Saccharimonadales,s__unclassified_o__Saccharimonadales
OTU10213,Bacteria,Actinobacteriota,c__Acidimicrobiia,o__norank_c__Acidimicrobiia,f__norank_o__norank_c__Acidimicrobiia,g__norank_f__norank_o__norank_c__Acidimicrobiia,s__uncultured_Iamia_sp._g__norank
OTU10214,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__norank_f__Diplorickettsiaceae,s__unclassified_g__norank_f__Diplorickettsiaceae
OTU10215,Bacteria,unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
OTU10216,Bacteria,Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__norank_o__Microtrichales,g__norank_f__norank_o__Microtrichales,s__unclassified_g__norank_f__norank_o__Microtrichales
OTU10217,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_f__norank_o__Saccharimonadales,s__unclassified_g__norank_f__norank_o__Saccharimonadales
OTU10218,Bacteria,Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_bacterium_g__norank_f__Gemmataceae
OTU10219,Bacteria,Actinobacteriota,c__Acidimicrobiia,o__unclassified_c__Acidimicrobiia,f__unclassified_c__Acidimicrobiia,g__unclassified_c__Acidimicrobiia,s__unclassified_c__Acidimicrobiia
OTU1022,Bacteria,Fibrobacterota,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,g__norank_f__Fibrobacteraceae,s__uncultured_bacterium_g__norank_f__Fibrobacteraceae
OTU10220,Bacteria,Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__norank_f__Phycisphaeraceae,s__unclassified_g__norank_f__Phycisphaeraceae
OTU10221,Bacteria,Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__Haliangium,s__unclassified_g__Haliangium
OTU10222,Bacteria,Planctomycetota,c__OM190,o__norank_c__OM190,f__norank_o__norank_c__OM190,g__norank_f__norank_o__norank_c__OM190,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__OM190
OTU10223,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Coxiellales,f__Coxiellaceae,g__Coxiella,s__unclassified_g__Coxiella
OTU10224,Bacteria,Actinobacteriota,c__Acidimicrobiia,o__norank_c__Acidimicrobiia,f__norank_o__norank_c__Acidimicrobiia,g__norank_f__norank_o__norank_c__Acidimicrobiia,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Acidimicrobiia
